unittitle,function
"Cholonec, sieur de",Personne
Choquet,Personne
"Chorier, alias Chotier",Personne
"Chotard, Elie",Personne
Ciel,Personne
"Clairfontaine, sieur de",Personne
"Clancy, sieur de",Personne
"Clark, Agathe",Personne
"Clausure, Georges, alias Glausure",Personne
Clavel,Personne
"Clergeau, alias Clerjaud",Personne
Clergeolt,Personne
"Clermont-Galérande, comte de",Personne
Clisson,Personne
"Closneuf, sieur de",Personne
Cochart,Personne
Cochon du Puy,Personne
"Coëtlogon, de",Personne
Colard-Deschamps,Personne
"Colbert de Saint Mar, monsieur de",Personne
"Colignan, dit la Rose",Personne
Colinet,Personne
"Colombe, sieur de",Personne
Comeau,Personne
Compère,Personne
Comtois,Personne
"Conflans, monsieur de",Personne
"Congis, marquis de",Personne
Conil,Personne
"Conor, sieur de",Personne
Conseil,Personne
Consolin,Personne
"Contreras, veuve",Personne
Coquet,Personne
"Corbin, François",Personne
Corné,Personne
"Cornu, Daniel",Personne
"Cortié, alias Cortier",Personne
Costebelle,Personne
Coulet,Personne
Couraud,Personne
"Courbin, femme",Personne
"Courbon-Blénac, sieur de",Personne
"Courbon-Saint-Léger, sieur de",Personne
Courdineau,Personne
"Courser, sieur de",Personne
"Courserat, alias Courserac",Personne
"Courson, monsieur de",Personne
"Couseaux, René",Personne
Cousté,Personne
Coustol,Personne
"Coutel, chevalier de",Personne
"Crépau, Pierre",Personne
Crétot,Personne
Croizel,Personne
Croizetiers,Personne
"Culant, sieur de",Personne
"Cumont, sieur de",Personne
"D'Agoult, alias Agoust, duc",Personne
"D'Alogny, marquis",Personne
D'Amblimont,Personne
"D'Angennes, marquis",Personne
D'Anqueville,Personne
"D'Antin, la marquise",Personne
"D'Ars, le marquis",Personne
D'Artaignan,Personne
D'Aubeterre,Personne
D'Autin,Personne
D'Egrefin,Personne
"D'Egrefin, veuve",Personne
"D'Escairac, madame",Personne
D'Esgly,Personne
D'Espinassy,Personne
"D'Esquairac, dame",Personne
D'Harsfle,Personne
D'Hère,Personne
D'Héricourt,Personne
D'Hiers,Personne
D'Honneur,Personne
D'Husson,Personne
D'Israel,Personne
"D'O, Marquis",Personne
D'Obrien,Personne
D'Oraison de Saint Louis,Personne
D'Orchener,Personne
D'Orvilliers,Personne
Dagieu,Personne
"Dain, Jacques",Personne
Dalbon,Personne
Dalenson,Personne
"Dalenson, Vincent",Personne
Dalesme,Personne
"Daligaut, Georges",Personne
"Dalon, monsieur de",Personne
Damien,Personne
Dangibaud,Personne
Danican,Personne
Daniel,Personne
Dans,Personne
Danuse-Dolas,Personne
Danzac,Personne
"Daramé, Daniel",Personne
Dargelos,Personne
Darmenonville,Personne
Darnex,Personne
"Darquistade, alias Darguertad",Personne
Dartaguiette,Personne
Dasque,Personne
Daumale,Personne
Daumalle,Personne
"David, Jean",Personne
"Davoine, Jean ",Personne
Daxat,Personne
"Decourt, la nommée",Personne
Defay,Personne
"Deganne, Elisabeth",Personne
Degast,Personne
"Delacaze, Pierre, dit la Lune",Personne
Delaforest,Personne
Delage,Personne
"Delage, Lirac",Personne
Delameillière,Personne
Delange,Personne
"Delisle, alis Delille",Personne
Delube,Personne
Demartin,Personne
"Denis, Louis",Personne
Derville,Personne
"Des Augiers, le chevalier",Personne
Des Bardonnières,Personne
Des Brosses,Personne
Des Chapelles de Putereau,Personne
Des Charriers,Personne
Des Herbiers,Personne
Des Roziers,Personne
Des Rües,Personne
Desajots,Personne
Desantons,Personne
Desantons-Nouet,Personne
"Desaux, alis du Sault",Personne
"Desbarres, Jean",Personne
Desbergères Rigauville,Personne
Descazeaux,Personne
"Deschaffard, Louis",Personne
Deschamps,Personne
"Desfontaines de Guerner, veuve",Personne
Desforges,Personne
"Desgauds, Antoine",Personne
Desgoutins,Personne
"Desgouttes, madame",Personne
"Desgros, Jean",Personne
Deshaguais,Personne
Desjardins,Personne
Desmarais,Personne
Desmaretz,Personne
Desmarques,Personne
Desmartin,Personne
Desmolières,Personne
"Despaisse, Romejoy",Personne
Despannes,Personne
"Despousses, dame",Personne
Destouches,Personne
Deyssautier,Personne
"Dillé, François",Personne
Doreau,Personne
"Dorée, Suzanne",Personne
"Dorignac, chevalier",Personne
"Dorignac, madame",Personne
Doteau,Personne
Douau,Personne
Doucet,Personne
Douzal,Personne
"Dragault, la nommée",Personne
"Dreuil, sieur de",Personne
"Druger, François",Personne
Dryas,Personne
Du Magnou,Personne
"Du Parc d'Archiac de la Rochefoucault, Mademoiselle",Personne
Du Repaire,Personne
Du Rivau Huet,Personne
Du Rivaud,Personne
"Dubeignon, Allaire",Personne
Dubourg,Personne
Dubouzet,Personne
"Dubreuilh, Jean",Personne
Dubucq,Personne
Dubuisson,Personne
Duc d'Orléans,Personne
Ducaurroy,Personne
Duchail Genais,Personne
Duchastelet,Personne
Duchesnais,Personne
Ducondray Guinion,Personne
"Ducoulombier, alias Du Colombier",Personne
Duderon,Personne
Dudézert,Personne
Dufiet,Personne
"Dufort, le chevalier",Personne
Dufray,Personne
Dufrocq,Personne
Dugay,Personne
Dugay Trouin,Personne
"Dugravier, Béchaim",Personne
"Duhamel, Jean",Personne
Duhaumur,Personne
"Duluth, veuve",Personne
Dumaine,Personne
"Dumas, veuve",Personne
Dumats,Personne
"Dumesnil, dame",Personne
Dumesny,Personne
"Dumolin, Pierre",Personne
"Dumoulin, Guy",Personne
Dumoulineau,Personne
Dupaïs,Personne
Dupas,Personne
"Dupeiré, alias Dypeyrée",Personne
Dupéré,Personne
Dupetituas,Personne
Dupetitval,Personne
Dupin,Personne
"Duplessis des Boulais, alias des Boulets",Personne
Duplessis-Fabert,Personne
Dupuy Cochon,Personne
Dupuy de la Burotière,Personne
"Dupuy, Antoine",Personne
"Dupuy, Jean",Personne
Duquelin du Plessis,Personne
Duquesne de Rault,Personne
Durand de la Garenne,Personne
"Durand de la Vaux, Martin-Louis",Personne
"Durand, Abraham.",Personne
"Durand, Pierre",Personne
"Duras, duchesse douairière de.",Personne
Duraud,Personne
Durefort de la Cour. ,Personne
Durfort,Personne
Dussault,Personne
"Duteilhe, mademoiselle",Personne
Dutertre,Personne
Dutour,Personne
Dutreuil,Personne
Dutronchot,Personne
Duval de la Blaine,Personne
"Duval, fils",Personne
"Duval, veuve",Personne
Duvaux,Personne
Duverdet,Personne
"Duverdet, dame",Personne
Duverger,Personne
Duverneuil,Personne
"Duvivier, Thomas alias Vivier",Personne
"Duzon, Raymond",Personne
E,Personne
Eberard,Personne
"Elbeuf, duchesse d'",Personne
Elias,Personne
Eschoisy,Personne
"Esprinchart, veuve alias d'Esprinchart",Personne
Esprit,Personne
Esteid dit Belle-Fleur,Personne
"Eury, Marianne",Personne
"Eymardy, Georges",Personne
Fagon,Personne
Famir,Personne
Farcy,Personne
"Faure de Grivollière, Philippe",Personne
"Faure, Moya",Personne
"Fauvel, Jean",Personne
Félix,Personne
Ferchaud,Personne
Féret,Personne
Férolle,Personne
"Ferrand, Sébastien",Personne
"Ferrarois, alias Ferravois",Personne
Feste de Noisy,Personne
Feuillette,Personne
Feytens alias Feztens,Personne
"Filleau, chevalier",Personne
Filleul de Prébois,Personne
Flamarin,Personne
Flamen,Personne
Flament,Personne
Flèche,Personne
Fleuriau,Personne
"Floid, Thomas",Personne
"Florentin, Elisabeth",Personne
"Folet, René",Personne
"Folou, Thomas",Personne
Fontaine,Personne
"Fontaine, Julien",Personne
Fontanieu,Personne
"Fontemoin, Michel",Personne
"Fontenay, Charles de",Personne
"Fonteneau, Olive dite la voix basse",Personne
Fontenelle de la Roussie,Personne
"Fontenettes, Louis",Personne
"Forant, madame",Personne
"Forbin, chevalier de",Personne
Forcade,Personne
Forcadel,Personne
"Forestier, veuve",Personne
"Forges, sieur de",Personne
Forget,Personne
"Forget, Mathieu",Personne
"Fort, Jean",Personne
"Fortescuières, sieur de",Personne
Fortoiseau,Personne
Foucaud,Personne
"Fougeray Nouail, sieur de ",Personne
Fouquet,Personne
"Fouré, veuve",Personne
"Fournier, André",Personne
Fradet,Personne
"Fradin, mademoiselle",Personne
"Fresneau, Hervé",Personne
Fromaget,Personne
Frouin,Personne
"Fuet, Jean",Personne
"Gaalon, sieur de",Personne
Gabaret ,Personne
Gabil,Personne
"Gaché, Pierre",Personne
Gadreau,Personne
"Galard, madame de",Personne
"Gallard, Isaac",Personne
Galletreau,Personne
"Galliffet, sieur de",Personne
"Ganty, sieur de",Personne
Garesche,Personne
"Garo, marquis de",Personne
Garod,Personne
"Garrote, Barth-Antoine alias Garroté",Personne
Gascherie,Personne
Gaschet,Personne
"Gascq, sieur de ",Personne
Gasteboul,Personne
Gauchet,Personne
Gaudion,Personne
"Gaultier, Jean",Personne
Gauthier,Personne
"Gautier, Jean",Personne
"Gautier, Nicolas",Personne
Gauvain alias Gauvin,Personne
"Gayat, Jean",Personne
"Gayot, Aubert",Personne
"Gébert, Philippe",Personne
"Gennes, madame de",Personne
"Gentille, Jean",Personne
"Genty alias Gentis, Mathieu",Personne
"Georget, Gabriel",Personne
Gerreau,Personne
"Gibert, Pierre",Personne
Gillet,Personne
"Gincherot, Jean-Baptiste",Personne
Girardon,Personne
"Giraud de la Montagne, Léger",Personne
"Girauld, Jacques",Personne
Giraut,Personne
"Giret, Guillaume",Personne
Girou,Personne
"Girval, sieur de",Personne
Gobert,Personne
Godemel,Personne
Godineau,Personne
"Gombaud de la Croix, madame de",Personne
"Gombault, dame",Personne
Gombaut de la Barre,Personne
Gord,Personne
Gordon,Personne
"Gorichon, Armand",Personne
"Gorron, Jean",Personne
Gotteville de Belile,Personne
Gougnon,Personne
Goupil,Personne
"Gourdeau, dame",Personne
"Gourville, Tivair de",Personne
"Gouverneur, alias le Gouverneur",Personne
Gouye,Personne
Graffard,Personne
"Graffe, dame de ",Personne
"Grancour, sieur de",Personne
"Grand'Homme, mademoiselle",Personne
"Grandjean, alias Granjean",Personne
"Grandpré, sieur de",Personne
"Grandval, sieur de",Personne
"Grandville, sieur de",Personne
"Grange, sieur de",Personne
Grateloup,Personne
"Grateloup, dame",Personne
Graveline,Personne
Grégoire,Personne
"Grendsar, sieur de",Personne
"Grenier, chevalier",Personne
Gresseau,Personne
"Griffolet, sieur de",Personne
"Grippeau, Jean",Personne
Grivolière,Personne
Grivoulière,Personne
Gros,Personne
"Grossard, chevalier de",Personne
"Gruzelier, Veuve",Personne
"Guédon, François",Personne
Guénon de Beaubuisson,Personne
Guernet,Personne
Guerrand,Personne
Guichetran,Personne
Guillemin,Personne
"Guimbail, sieur de",Personne
"Guineville, sieur de",Personne
"Guinié, Hilaire",Personne
Guinot,Personne
Guitton,Personne
Guynet,Personne
Guyon,Personne
"Guyon, veuve",Personne
Guyonnet,Personne
Guyot,Personne
Hamilton,Personne
Hayes,Personne
Hazon,Personne
"Héat, Marie",Personne
"Hennequin, chevalier",Personne
"Hérault, Samuel",Personne
Héron de Saint-Rémy,Personne
"Herrard, Pierre dit la Guerre",Personne
"Hervé, Sébastien",Personne
Heude,Personne
"Heurard, Vincent dit Mauzé",Personne
"Heurtin, veuve",Personne
"Hocquart, Jean-Hyacinthe",Personne
"Hogguer, frères",Personne
Hontabat,Personne
Horry de Burguet,Personne
Horten,Personne
Huet de Vendosme,Personne
Huet la Galtinière,Personne
Huot ,Personne
Hustin,Personne
Isnard,Personne
"Jacquet, David",Personne
"Jacquet, Pierre",Personne
Jamin,Personne
"Jamoneau, Jean",Personne
Jamont,Personne
Janvier,Personne
Jardin,Personne
"Jarousseau, Jean",Personne
"Javelle, sieur de alias Jauvelle",Personne
Jean-Baptiste,Personne
Jeannet,Personne
"Jiarry, sieur de",Personne
"Joannet, Pierre",Personne
"Jobet, Etienne",Personne
Jolain,Personne
"Jollain, Pierre",Personne
Jolliet,Personne
"Joquet, Daniel",Personne
"Joslain, François",Personne
Josselon,Personne
Joubert,Personne
Joulin,Personne
Jourdain,Personne
Jousseaume,Personne
"Joyeux, sieur de",Personne
Jubien,Personne
Juif,Personne
Jung de Saint Laurent,Personne
L'Huillier,Personne
"La Boissière, Phénix de",Personne
"La Boularderie, sieur de ",Personne
"La Bourdonnaye, monsieur de",Personne
"La Brangelie de Balanzac, sieur de ",Personne
"La Braudière, sieur de",Personne
La Bretêche,Personne
"La Brosse, sieur de",Personne
"La Bruyère, sieur de",Personne
"La Chapelle, dame de",Personne
"La Charlière, dame",Personne
"La Charloterie, sieur de",Personne
"La Chassagne, sieur de",Personne
"La Chasse de Bérulle, sieur de",Personne
La Chesnaye,Personne
"La Chesnaye, sieur de",Personne
"La Chevaleire de la Motte, sieur de",Personne
"La Chipaudière-Magon, sieur de",Personne
La Clocheterie,Personne
"La Clocheterie, sieur de",Personne
"La Coeuotière, demoiselle de",Personne
"La Colombière, sieur de",Personne
"La Coudraye, sieur de",Personne
"La Courbe, sieur de",Personne
La Croix le Maistre,Personne
"La Falconnière, sieur de",Personne
"La Fargue de Beauchail, demoiselle de",Personne
"La Fargue, sieur de",Personne
"La Ferrière, sieur de",Personne
La Feuillade,Personne
"La Filière, sieur de ",Personne
"La Flosselière, marquis de",Personne
"La Frégonnière, mademoiselle de",Personne
"La Frégonnière, sieur de",Personne
"La Galissonnière, monsieur de",Personne
"La Garenne, Durand de",Personne
"La Gastinière, monsieur de",Personne
"La Gauchetière, sieur de",Personne
La Gautrays,Personne
"La Grandière, chevalier de",Personne
"La Grange, sieur de",Personne
"La Héronnière, sieur de",Personne
"La Houssague, demoiselle de",Personne
"La Hunaudière Norail de Vitré, sieur de",Personne
"La Maisonfort, sieur de",Personne
"La Malmaison, sieur de",Personne
"La Meillère, sieur de",Personne
"La Morlière, sieur de",Personne
"La Pérouse, sieur de",Personne
"La Pigeonnière, sieur de",Personne
"La Place, le révérend père Louis Hyacinthe de",Personne
"La Poupelière, sieur de",Personne
"La Rigaudière Froger, sieur de",Personne
"La Roche Cressay, sieur de",Personne
"La Roche Saint-André, sieur de",Personne
"La Rochelard, sieur de",Personne
"La Ronde-Denis, sieur de",Personne
"La Rousselière, Salmon de",Personne
"La Ruffinière, Thébault de",Personne
"La Sablière, de",Personne
"La Salle de Lézardière, sieur de",Personne
La Salle Desgouttes,Personne
"La Salle, sieur de",Personne
"La Sauvagère, sieur de",Personne
"La Sauzaye d'Espanne, sieur de",Personne
"La Sauzaye, chevalier de",Personne
"La Sauzaye, Torneur de",Personne
"La Sauzayve Saint Léger, sieur de",Personne
"La Valière, sieur de",Personne
"La Vallière, sieur ",Personne
"La Voie-Basse, madame de",Personne
Lababinière,Personne
"Labade, sieur de ",Personne
Labarre,Personne
"Labarre, Joseph",Personne
Labat,Personne
"Labat, Alexandre",Personne
Labavat,Personne
Labbé,Personne
"Labessière, sieur de",Personne
Laborie,Personne
Labrousse,Personne
"Lacombe, Louis",Personne
Lacousture,Personne
Lacroix,Personne
Ladmiral,Personne
Lafond,Personne
"Lafont, sieur de",Personne
"Laforce, Raimond",Personne
"Laforest, dame de",Personne
"Lafreneuse, dame de",Personne
"Lagneau, Pierre dit Grattelard",Personne
"Lagrèze, alias lagrèse",Personne
"Laguerche, Jean-François",Personne
"Lahaye, sieur de",Personne
"Lahaye, veuve ",Personne
"Lahaye,sieur de",Personne
"Lahogrie, Lucas",Personne
"Laisné, Antoine",Personne
"Lajoue, sieur de",Personne
Lajus,Personne
"Lalande Gayon, sieur de",Personne
"Lalande, sieur de",Personne
Lallemand,Personne
"Lallier, sieur de",Personne
"Lamaignière, veuve de",Personne
Lamarche,Personne
Lamare,Personne
"Lamarque Montaut, sieur de",Personne
Lambellin,Personne
Lambert de Fieroyal,Personne
Lamirault,Personne
"Lamotte Cadillac, sieur de",Personne
"Lamotte d'Eiran, sieur de",Personne
"Lamotte Hardy, sieur de",Personne
"Lamotte Michel, sieur de",Personne
"Lamotte Saint Denis, sieur de",Personne
"Lamugnières, dame de",Personne
Lamure,Personne
"Lanbalerie, sieur de",Personne
"Landesellet, sieur de",Personne
Landon,Personne
Landron,Personne
"Langeron, marquis de",Personne
"Langlois, François",Personne
"Langon, sieur de",Personne
"Lannefranque, Simon dit La Lande",Personne
"Lantin, sieur de la Forest",Personne
Lanvalerie,Personne
Laplante Leaurd,Personne
"Lapoterie, sieur de",Personne
"Laravoye, madame de",Personne
Lardreau ,Personne
Lardreau et Vallet,Personne
"Larérye, sieur de ",Personne
Lariolle,Personne
"Larivagerie, sieur de",Personne
Larivière,Personne
"Larroque Persin, monsieur de",Personne
Lasse,Personne
Lassus,Personne
"Latache, Claude",Personne
Latouche,Personne
"Latouche, sieur de",Personne
"Latour Landry, sieur de",Personne
"Latour, dame",Personne
Laudreau,Personne
"Laur, le chevalier de",Personne
"Laur, le comte",Personne
Laureau,Personne
Laurendeau,Personne
"Laurent, François dit la Pointe",Personne
"Lauzie, dit Courbon",Personne
"Laval de la Chapelle-Monthaudon, sieur de",Personne
"Lavau Saint-Etienne, sieur de",Personne
"Lavaux-Martin, Durand de",Personne
"Lavergne, sieur de",Personne
"Lavigerie-Treillebois, sieur de",Personne
"Lavrillière, monsiuer de",Personne
Le Temple de Reix,Personne
Lebars,Personne
Lebeuf,Personne
Leblant,Personne
Leblond,Personne
Lebret,Personne
Lebrun,Personne
Leclerc,Personne
Lecointre,Personne
"Lecomte, Charles",Personne
"Lecomte, Jean",Personne
"Lecouraux, Jean",Personne
Ledru,Personne
Lefanu,Personne
Lefébure,Personne
Lefébure d'Albon,Personne
Leferon,Personne
Legendre,Personne
Léger,Personne
"Legerou, Marguerite",Personne
Legros,Personne
"Lelarge, Mathieu",Personne
Lemaingle,Personne
Lemaire,Personne
"Lemaistre, Joseph",Personne
Lemaitre,Personne
Lemarié,Personne
Lemeusnier de la Gorce.,Personne
Lemire,Personne
Lemorillon,Personne
"Lemos, sieur de",Personne
Lemoyne,Personne
"Lépinay, sieur de",Personne
Leprestre,Personne
Lerat,Personne
Lerouix,Personne
"Leroux, Daniel alias Roux",Personne
"Leroy, André",Personne
Lesage,Personne
"Lescalette, sieur de",Personne
Lesignan,Personne
"Lesport, sieur de",Personne
"Lestrange, sieur de",Personne
"Lestryé, sieur de",Personne
Letexier,Personne
Lettelier,Personne
"Lettelier, Michel",Personne
"Levasseur, Jean-François",Personne
"Levequot de Langallerie, sieur de",Personne
"Levequot du Roché, sieur de",Personne
"Liau, Jean",Personne
"Lidoreau, Louis",Personne
"Lignières, sieur de",Personne
"Lille, marquis de",Personne
"Limouzin, Lisette",Personne
"Lisleferme, sieur de",Personne
"Lobinois, madame",Personne
Logivière de Maulle,Personne
"Logivière, sieur de",Personne
Loiseau,Personne
Loisel,Personne
"Lombrail, sieur de",Personne
Longchamps,Personne
Lopinot,Personne
Lortie deu Petit Fief,Personne
Lortie du Maine,Personne
"Lostange, baron de",Personne
"Lotte, alias Loth",Personne
"Lottin Desmarais, alias Desmaretz",Personne
"Loubert, sieur de",Personne
"Louis, Abraham",Personne
"Louis, Hyacinthe de la Plau",Personne
Loupsan,Personne
"Lousteau, Etienne",Personne
"Lozange, sieur de",Personne
Lozechmeur,Personne
"Lubert, sieur de",Personne
Ludequin,Personne
Lumeau,Personne
Lundic,Personne
"Lupé, monsieur de",Personne
"Luppé de la Mothe, sieur de",Personne
"Lusançay, sieur de",Personne
"Lussé, sieur de",Personne
Macart,Personne
Maccarell,Personne
Maccartyy,Personne
Macnemara,Personne
Maguienne,Personne
"Maintenon, madame de",Personne
"Maissonneuve, Jacques Gillet, sieur de",Personne
"Malavrenne, Pierre",Personne
Maleffre,Personne
Malescot,Personne
Mallais,Personne
"Malle, Léonard",Personne
"Mallet, Jérôme",Personne
"Mallet, Pierre",Personne
Mallevault,Personne
Malleville,Personne
